ORIGIN_AIRPORT,DESTINATION_AIRPORT,AIRLINE,DISTANCE,ARRIVAL_DELAY,DAY_OF_WEEK,SCHEDULED_DEPARTURE
HOU,DEN,WN,883.0,73.0,7,1850
MEM,HOU,WN,484.0,30.0,7,1850
MSY,BNA,WN,471.0,13.0,7,1850
OAK,ABQ,WN,889.0,27.0,7,1850
OMA,MDW,WN,423.0,142.0,7,1850
RDU,HOU,WN,1050.0,48.0,7,1850
STL,DAL,WN,546.0,-6.0,7,1850
ABQ,OAK,WN,889.0,17.0,7,1850
ATL,AUS,WN,813.0,208.0,7,1850
ATL,DEN,WN,1199.0,19.0,7,1850
ATL,DTW,WN,594.0,-6.0,7,1850
ATL,MCI,WN,692.0,125.0,7,1850
ATL,OKC,WN,761.0,53.0,7,1850
ATL,PBI,WN,545.0,41.0,7,1850
BNA,HOU,WN,670.0,61.0,7,1850
BUF,BWI,WN,281.0,273.0,7,1850
BWI,BOS,WN,369.0,52.0,7,1850
DFW,LAS,AA,1055.0,-4.0,7,1850
FLL,DFW,AA,1119.0,2.0,7,1850
MFE,DFW,AA,469.0,27.0,7,1850
DFW,LGA,AA,1389.0,20.0,7,1850
AUS,DFW,AA,190.0,189.0,7,1850
MIA,LGA,AA,1096.0,-11.0,7,1850
DFW,MFE,AA,469.0,123.0,7,1850
DCA,ORD,AA,612.0,83.0,7,1850
OMA,DFW,AA,583.0,21.0,7,1850
STL,DFW,AA,550.0,-14.0,7,1850
MCO,SEA,AS,2554.0,34.0,7,1850
SJC,PDX,AS,569.0,-4.0,7,1850
LAX,SEA,AS,954.0,3.0,7,1850
SEA,SNA,AS,978.0,-6.0,7,1850
FLL,LAX,B6,2342.0,-3.0,7,1850
LGB,LAS,B6,231.0,3.0,7,1850
FLL,PIT,B6,994.0,28.0,7,1850
BOS,EWR,B6,200.0,127.0,7,1850
ATL,TPA,DL,406.0,-2.0,7,1850
LAS,SLC,DL,368.0,-3.0,7,1850
LAX,MSP,DL,1535.0,54.0,7,1850
FLL,SJU,B6,1046.0,7.0,7,1850
DFW,RAP,EV,835.0,83.0,7,1850
CLT,DTW,EV,500.0,-8.0,7,1850
SLC,ORD,F9,1250.0,95.0,7,1850
MSN,DFW,MQ,821.0,80.0,7,1850
ORD,HPN,MQ,738.0,0.0,7,1850
DFW,PNS,MQ,604.0,308.0,7,1850
FSM,DFW,MQ,227.0,28.0,7,1850
AMA,DFW,MQ,312.0,0.0,7,1850
GPT,DFW,MQ,500.0,38.0,7,1850
FLL,DFW,NK,1119.0,27.0,7,1850
MSP,ORD,NK,334.0,82.0,7,1850
DEN,COS,OO,73.0,143.0,7,1850
SEA,SLC,OO,689.0,0.0,7,1850
DEN,MFR,OO,964.0,29.0,7,1850
MCO,IAH,UA,854.0,-5.0,7,1851
AGS,ATL,DL,143.0,0.0,7,1851
SDF,IAH,EV,788.0,12.0,7,1851
DEN,RDM,OO,898.0,50.0,7,1851
MOB,IAH,EV,427.0,6.0,7,1852
ASE,SFO,OO,848.0,160.0,7,1852
ORD,BOS,UA,867.0,56.0,7,1853
DEN,SLC,EV,391.0,34.0,7,1853
DSM,ORD,EV,299.0,106.0,7,1854
LIT,IAH,EV,374.0,94.0,7,1854
SBA,SFO,OO,262.0,-3.0,7,1854
IAH,SLC,OO,1195.0,7.0,7,1854
SFO,SEA,UA,679.0,8.0,7,1855
BWI,LAX,UA,2329.0,0.0,7,1855
ORD,PHL,US,678.0,63.0,7,1855
SYR,CLT,US,603.0,24.0,7,1855
FLL,LAX,VX,2342.0,-6.0,7,1855
LAX,LAS,VX,236.0,-14.0,7,1855
JFK,SFO,VX,2586.0,184.0,7,1855
BWI,CLE,WN,314.0,44.0,7,1855
CRP,HOU,WN,187.0,-3.0,7,1855
DAL,ABQ,WN,580.0,20.0,7,1855
LAX,SJC,WN,308.0,62.0,7,1855
LGA,ATL,WN,762.0,149.0,7,1855
MCO,PHL,WN,861.0,80.0,7,1855
MDW,EWR,WN,711.0,163.0,7,1855
MKE,BWI,WN,641.0,86.0,7,1855
ONT,SMF,WN,390.0,64.0,7,1855
PBI,BWI,WN,883.0,55.0,7,1855
PNS,BNA,WN,391.0,16.0,7,1855
RSW,BWI,WN,919.0,78.0,7,1855
SAN,SJC,WN,417.0,39.0,7,1855
SAT,DAL,WN,248.0,43.0,7,1855
SAT,ELP,WN,496.0,32.0,7,1855
SEA,LAS,WN,867.0,68.0,7,1855
SMF,ONT,WN,390.0,86.0,7,1855
STL,LAX,WN,1592.0,82.0,7,1855
AMA,DAL,WN,323.0,12.0,7,1855
ATL,PIT,WN,526.0,28.0,7,1855
AUS,SJC,WN,1476.0,-5.0,7,1855
BHM,MDW,WN,570.0,11.0,7,1855
BNA,MCI,WN,491.0,77.0,7,1855
DFW,MIA,AA,1121.0,173.0,7,1855
DFW,DTW,AA,986.0,41.0,7,1855
DFW,BDL,AA,1471.0,28.0,7,1855
DFW,TPA,AA,929.0,155.0,7,1855
MCO,JFK,AA,944.0,40.0,7,1855
TPA,DFW,AA,929.0,53.0,7,1855
DFW,ORD,AA,802.0,42.0,7,1855
MIA,MCO,AA,192.0,43.0,7,1855
LAX,DFW,AA,1235.0,2.0,7,1855
BRW,ANC,AS,725.0,-3.0,7,1855
SEA,SFO,AS,679.0,11.0,7,1855
OAK,SEA,AS,671.0,101.0,7,1855
PDX,SFO,AS,550.0,3.0,7,1855
SEA,LAX,AS,954.0,-2.0,7,1855
SEA,LAS,AS,867.0,37.0,7,1855
JAX,FLL,B6,319.0,17.0,7,1855
DTW,BOS,B6,632.0,9.0,7,1855
ATL,DFW,DL,731.0,42.0,7,1855
ATL,MHT,DL,952.0,-2.0,7,1855
ATL,IND,DL,432.0,11.0,7,1855
ATL,SLC,DL,1590.0,-25.0,7,1855
ATL,DEN,DL,1199.0,-12.0,7,1855
ATL,LIT,DL,453.0,8.0,7,1855
JFK,SEA,DL,2422.0,30.0,7,1855
ATL,GSO,DL,306.0,54.0,7,1855
ATL,ONT,DL,1900.0,-18.0,7,1855
ATL,MCO,DL,404.0,-7.0,7,1855
LEX,ATL,EV,304.0,99.0,7,1855
ATL,VLD,EV,208.0,7.0,7,1855
ATL,EWN,EV,433.0,-8.0,7,1855
DFW,SGF,MQ,364.0,79.0,7,1855
DFW,ABI,MQ,158.0,37.0,7,1855
ORD,SGF,MQ,438.0,206.0,7,1855
PNS,DFW,MQ,604.0,65.0,7,1855
DFW,COU,MQ,489.0,-1.0,7,1855
ATL,FLL,NK,581.0,66.0,7,1855
SAT,SLC,OO,1087.0,1.0,7,1855
SEA,FAT,OO,748.0,-15.0,7,1855
RNO,LAX,OO,391.0,0.0,7,1855
AUS,SLC,OO,1086.0,-21.0,7,1855
LAX,SBP,OO,156.0,-3.0,7,1855
LEX,ORD,EV,323.0,98.0,7,1856
IAH,TPA,UA,787.0,37.0,7,1857
TPA,JFK,DL,1005.0,122.0,7,1857
ATL,BOS,DL,946.0,-25.0,7,1857
SFO,SBP,OO,190.0,-7.0,7,1857
EWR,IAH,UA,1400.0,39.0,7,1858
LFT,IAH,EV,201.0,-13.0,7,1858
ORD,CAE,EV,667.0,0.0,7,1858
LIH,HNL,HA,102.0,6.0,7,1858
LAX,COS,OO,833.0,32.0,7,1858
TPA,IAH,UA,787.0,-5.0,7,1859
DEN,LAX,UA,862.0,-2.0,7,1859
DCA,IAH,UA,1208.0,94.0,7,1859
EWR,FLL,UA,1065.0,67.0,7,1859
MCO,IAD,UA,758.0,34.0,7,1859
BOS,SFO,VX,2704.0,2.0,7,1859
DCA,DFW,AA,1192.0,16.0,7,1859
JFK,LAS,B6,2248.0,8.0,7,1859
DFW,BOS,B6,1562.0,31.0,7,1859
LGA,MSY,DL,1183.0,36.0,7,1859
ATL,SAT,DL,874.0,9.0,7,1859
DCA,FLL,B6,899.0,54.0,7,1859
ATL,BTV,EV,961.0,-26.0,7,1859
ATL,GRK,EV,803.0,0.0,7,1859
OAK,DFW,NK,1457.0,66.0,7,1859
KOA,HNL,HA,163.0,3.0,7,1859
LAX,MSP,OO,1535.0,30.0,7,1859
BFL,PHX,OO,425.0,-10.0,7,1859
IAH,BOS,UA,1597.0,17.0,7,1900
IAD,ORD,UA,589.0,40.0,7,1900
IAH,SFO,UA,1635.0,-1.0,7,1900
LAX,ORD,UA,1744.0,13.0,7,1900
IAH,RSW,UA,861.0,16.0,7,1900
IAH,IAD,UA,1190.0,2.0,7,1900
IAH,DCA,UA,1208.0,-5.0,7,1900
LGA,ORD,UA,733.0,51.0,7,1900
BOS,DCA,US,399.0,35.0,7,1900
LGA,DCA,US,214.0,40.0,7,1900
LGA,CLT,US,544.0,53.0,7,1900
BOS,PHX,US,2300.0,60.0,7,1900
BWI,DEN,WN,1491.0,48.0,7,1900
BWI,MKE,WN,641.0,36.0,7,1900
CHS,BNA,WN,439.0,47.0,7,1900
DAL,HOU,WN,239.0,59.0,7,1900
DAL,TPA,WN,917.0,21.0,7,1900
DCA,ATL,WN,547.0,62.0,7,1900
GSP,MDW,WN,562.0,68.0,7,1900
HOU,DAL,WN,239.0,-4.0,7,1900
HOU,MSY,WN,302.0,68.0,7,1900
LAS,MCI,WN,1139.0,-1.0,7,1900
MKE,MSP,WN,297.0,20.0,7,1900
PDX,SAN,WN,933.0,62.0,7,1900
PHX,MDW,WN,1444.0,122.0,7,1900
ROC,MDW,WN,523.0,71.0,7,1900
SJU,MCO,WN,1189.0,3.0,7,1900
SNA,OAK,WN,371.0,66.0,7,1900
STL,LGA,WN,888.0,38.0,7,1900
TPA,BWI,WN,842.0,39.0,7,1900
TPA,ISP,WN,1034.0,47.0,7,1900
TPA,SDF,WN,727.0,157.0,7,1900
DFW,MCO,AA,985.0,14.0,7,1900
MIA,LAX,AA,2342.0,9.0,7,1900
ATL,DFW,AA,731.0,64.0,7,1900
CMH,DFW,AA,926.0,0.0,7,1900
ORD,PBI,AA,1144.0,68.0,7,1900
LAS,DFW,AA,1055.0,61.0,7,1900
CLT,DFW,AA,936.0,12.0,7,1900
MIA,SEA,AA,2724.0,36.0,7,1900
DFW,ORF,AA,1212.0,8.0,7,1900
DFW,SFO,AA,1464.0,9.0,7,1900
OTZ,OME,AS,183.0,36.0,7,1900
SWF,MCO,B6,989.0,71.0,7,1900
ATL,MSP,DL,907.0,-3.0,7,1900
LGA,ATL,DL,762.0,9.0,7,1900
MIA,ATL,DL,594.0,48.0,7,1900
DTW,ATL,DL,594.0,146.0,7,1900
RSW,ATL,DL,515.0,-9.0,7,1900
JFK,SFO,DL,2586.0,162.0,7,1900
ATL,PHX,DL,1587.0,-18.0,7,1900
DCA,ATL,DL,547.0,26.0,7,1900
CVG,SLC,DL,1450.0,-5.0,7,1900
ATL,EWR,DL,746.0,153.0,7,1900
ATL,MEM,DL,332.0,42.0,7,1900
MSY,ATL,DL,425.0,1.0,7,1900
BOS,MCO,B6,1121.0,41.0,7,1900
BRO,DFW,EV,482.0,62.0,7,1900
IAH,BRO,EV,308.0,261.0,7,1900
IAH,PNS,EV,489.0,10.0,7,1900
GRK,DFW,EV,134.0,1.0,7,1900
IAH,RDU,EV,1042.0,-8.0,7,1900
IAH,MFE,EV,316.0,7.0,7,1900
IAH,GSP,EV,837.0,-11.0,7,1900
IAH,MCI,EV,643.0,120.0,7,1900
IAH,CAE,EV,878.0,0.0,7,1900
IAH,CHS,EV,925.0,128.0,7,1900
EWR,CVG,EV,569.0,103.0,7,1900
IAH,HRL,EV,295.0,44.0,7,1900
IAH,BTR,EV,253.0,115.0,7,1900
IAH,JAX,EV,817.0,3.0,7,1900
ORD,CAK,EV,343.0,53.0,7,1900
ATL,BTR,EV,448.0,189.0,7,1900
ATL,MBS,EV,683.0,140.0,7,1900
ATL,CHA,EV,106.0,104.0,7,1900
IAH,LIT,EV,374.0,166.0,7,1900
IAH,SAV,EV,851.0,-5.0,7,1900
CVG,ORD,MQ,265.0,0.0,7,1900
DFW,SPI,MQ,630.0,41.0,7,1900
JFK,CMH,MQ,483.0,18.0,7,1900
IAH,RIC,EV,1157.0,113.0,7,1900
LGA,SDF,MQ,659.0,60.0,7,1900
OGG,HNL,HA,100.0,18.0,7,1900
SEA,PDX,OO,129.0,0.0,7,1900
DEN,ASE,OO,125.0,158.0,7,1900
YUM,PHX,OO,160.0,-7.0,7,1900
EWR,PDX,UA,2434.0,14.0,7,1901
IAD,DEN,UA,1452.0,2.0,7,1901
MFR,SFO,OO,329.0,-17.0,7,1901
MSY,DEN,UA,1062.0,-14.0,7,1902
FLL,EWR,UA,1065.0,44.0,7,1902
ATL,SDF,DL,321.0,-5.0,7,1902
ATL,SNA,DL,1919.0,-29.0,7,1902
HNL,KOA,HA,163.0,-8.0,7,1902
DEN,BFL,OO,845.0,117.0,7,1902
DEN,MCO,UA,1546.0,29.0,7,1903
MCO,DEN,UA,1546.0,62.0,7,1903
DEN,SFO,UA,967.0,100.0,7,1903
DEN,JAC,UA,406.0,99.0,7,1904
SJU,DCA,B6,1554.0,34.0,7,1904
ATL,MKE,DL,669.0,42.0,7,1904
BOI,LAX,OO,674.0,13.0,7,1904
IAH,LGA,UA,1416.0,40.0,7,1905
SEA,LAX,UA,954.0,65.0,7,1905
DEN,BOI,UA,649.0,50.0,7,1905
IAH,SEA,UA,1874.0,123.0,7,1905
TPA,CLT,US,507.0,2.0,7,1905
BUF,CLT,US,546.0,9.0,7,1905
PVD,CLT,US,683.0,25.0,7,1905
FLL,CLT,US,631.0,-1.0,7,1905
DAL,BNA,WN,623.0,29.0,7,1905
FLL,HOU,WN,957.0,20.0,7,1905
IAD,DEN,WN,1452.0,44.0,7,1905
JAX,BWI,WN,663.0,130.0,7,1905
LAS,LAX,WN,236.0,13.0,7,1905
LAS,PHX,WN,255.0,9.0,7,1905
LAS,SLC,WN,368.0,52.0,7,1905
LAS,TUL,WN,1076.0,96.0,7,1905
LAS,TUS,WN,365.0,-3.0,7,1905
LAX,DAL,WN,1246.0,98.0,7,1905
MCO,MDW,WN,990.0,52.0,7,1905
MCO,MKE,WN,1066.0,160.0,7,1905
MDW,CLE,WN,307.0,101.0,7,1905
MDW,DAL,WN,793.0,8.0,7,1905
PHX,SAN,WN,304.0,-3.0,7,1905
RSW,ATL,WN,515.0,71.0,7,1905
SEA,SAN,WN,1050.0,56.0,7,1905
ORD,MIA,AA,1197.0,39.0,7,1905
DFW,AUS,AA,190.0,62.0,7,1905
MIA,JFK,AA,1089.0,3.0,7,1905
ANC,BET,AS,399.0,-8.0,7,1905
TPA,LGA,B6,1010.0,74.0,7,1905
DFW,OMA,AA,583.0,7.0,7,1905
ATL,BNA,DL,214.0,-1.0,7,1905
MCO,JFK,DL,944.0,141.0,7,1905
ATL,BWI,DL,577.0,1.0,7,1905
ATL,MSY,DL,425.0,35.0,7,1905
SEA,MSP,DL,1399.0,-16.0,7,1905
MSP,IAH,EV,1034.0,41.0,7,1905
DFW,MEI,EV,485.0,84.0,7,1905
IND,EWR,EV,645.0,0.0,7,1905
ATL,MSN,EV,707.0,98.0,7,1905
IAH,SDF,EV,788.0,0.0,7,1905
ORD,BNA,MQ,409.0,407.0,7,1905
RDU,LGA,MQ,431.0,37.0,7,1905
ORD,CMI,MQ,135.0,38.0,7,1905
CRP,IAH,EV,201.0,39.0,7,1905
TLH,MIA,MQ,402.0,-9.0,7,1905
ATL,GRB,OO,774.0,12.0,7,1905
LAX,PHX,OO,370.0,9.0,7,1905
DEN,FCA,OO,752.0,0.0,7,1905
IAH,PBI,UA,956.0,5.0,7,1906
IAH,AUS,UA,140.0,8.0,7,1906
DEN,PHX,UA,602.0,33.0,7,1906
PBI,ATL,DL,545.0,12.0,7,1906
ATL,IAD,DL,534.0,63.0,7,1906
IAH,BNA,EV,657.0,-12.0,7,1906
ATL,CLE,EV,554.0,-12.0,7,1906
PHX,SEA,OO,1107.0,45.0,7,1906
IAH,CLE,UA,1091.0,-16.0,7,1907
IAH,LAX,UA,1379.0,34.0,7,1907
IAH,CLT,EV,912.0,-12.0,7,1907
DEN,SLC,F9,391.0,12.0,7,1907
AUS,IAH,EV,140.0,-19.0,7,1907
BOI,SLC,OO,290.0,-15.0,7,1907
LAX,DFW,OO,1235.0,124.0,7,1907
SEA,SFO,UA,679.0,7.0,7,1908
IAH,MCO,UA,854.0,29.0,7,1908
CLE,ATL,DL,554.0,15.0,7,1908
PVD,IAD,EV,372.0,129.0,7,1908
SFO,SNA,OO,372.0,0.0,7,1908
EWR,LAX,UA,2454.0,171.0,7,1909
DEN,ORD,UA,888.0,0.0,7,1909
ORD,LGA,UA,733.0,90.0,7,1909
DEN,SEA,UA,1024.0,122.0,7,1909
ATL,PDX,DL,2172.0,0.0,7,1909
SDF,EWR,EV,642.0,16.0,7,1909
ATL,LEX,EV,304.0,134.0,7,1909
DEN,SNA,UA,846.0,-8.0,7,1910
RSW,CLT,US,600.0,25.0,7,1910
MIA,CLT,US,650.0,8.0,7,1910
PIT,CLT,US,366.0,25.0,7,1910
PBI,CLT,US,590.0,-12.0,7,1910
BOS,CLT,US,728.0,67.0,7,1910
PSP,SFO,VX,421.0,-4.0,7,1910
DEN,DAL,WN,651.0,134.0,7,1910
ELP,HOU,WN,677.0,26.0,7,1910
MAF,HOU,WN,441.0,0.0,7,1910
MCI,BWI,WN,967.0,49.0,7,1910
MCO,BWI,WN,787.0,95.0,7,1910
MKE,DEN,WN,896.0,70.0,7,1910
PHX,MCI,WN,1044.0,88.0,7,1910
PIT,ATL,WN,526.0,86.0,7,1910
SJC,SAN,WN,417.0,13.0,7,1910
SMF,DEN,WN,909.0,3.0,7,1910
SMF,SNA,WN,404.0,-11.0,7,1910
SNA,SJC,WN,342.0,39.0,7,1910
STL,LAS,WN,1371.0,19.0,7,1910
TPA,ATL,WN,406.0,96.0,7,1910
BHM,HOU,WN,570.0,34.0,7,1910
SAT,DFW,AA,247.0,11.0,7,1910
TPA,MIA,AA,204.0,-5.0,7,1910
BWI,DFW,AA,1217.0,0.0,7,1910
BOS,MIA,AA,1258.0,25.0,7,1910
IND,LAX,AA,1814.0,-5.0,7,1910
ANC,SEA,AS,1448.0,-25.0,7,1910
LAS,SEA,AS,867.0,166.0,7,1910
PBI,EWR,B6,1023.0,114.0,7,1910
IND,ATL,DL,432.0,3.0,7,1910
ATL,SAV,DL,214.0,-11.0,7,1910
ATL,ORD,DL,606.0,114.0,7,1910
ATL,RIC,DL,481.0,10.0,7,1910
MSP,BDL,DL,1050.0,10.0,7,1910
ATL,MIA,DL,594.0,-15.0,7,1910
ATL,PIT,DL,526.0,89.0,7,1910
ATL,MCI,DL,692.0,0.0,7,1910
ATL,ELP,DL,1282.0,49.0,7,1910
MCO,DTW,DL,957.0,3.0,7,1910
EWR,RIC,EV,277.0,34.0,7,1910
DAL,IAH,EV,216.0,-13.0,7,1910
EWR,SBN,EV,637.0,182.0,7,1910
ORD,ERI,EV,398.0,165.0,7,1910
LGA,LEX,EV,604.0,36.0,7,1910
ATL,EYW,EV,646.0,42.0,7,1910
LGA,STL,MQ,888.0,0.0,7,1910
SYR,ORD,MQ,607.0,258.0,7,1910
BNA,ORD,MQ,409.0,0.0,7,1910
LAX,GEG,OO,945.0,7.0,7,1910
IAH,MKE,OO,984.0,89.0,7,1910
DEN,COD,OO,391.0,0.0,7,1910
IAH,LAS,UA,1222.0,69.0,7,1911
SEA,IAH,UA,1874.0,-9.0,7,1911
LAN,ORD,EV,179.0,0.0,7,1911
ORD,FLL,UA,1182.0,64.0,7,1912
MCO,HPN,B6,972.0,11.0,7,1912
IAH,JAN,EV,351.0,8.0,7,1912
DTW,EWR,EV,488.0,170.0,7,1912
CAE,IAD,EV,401.0,0.0,7,1912
BOS,SFO,UA,2704.0,40.0,7,1913
MCO,CVG,DL,757.0,35.0,7,1913
IAH,IND,EV,844.0,-3.0,7,1913
MSY,IAH,OO,305.0,36.0,7,1913
PHL,MSP,DL,980.0,135.0,7,1914
LAX,SFO,UA,337.0,-13.0,7,1915
IAH,DEN,UA,862.0,40.0,7,1915
TPA,DEN,UA,1506.0,56.0,7,1915
SJU,PHL,US,1576.0,48.0,7,1915
SJC,PHX,US,621.0,-3.0,7,1915
RNO,PHX,US,601.0,12.0,7,1915
BDL,CLT,US,644.0,32.0,7,1915
BNA,CLT,US,328.0,11.0,7,1915
BWI,ISP,WN,220.0,35.0,7,1915
CMH,MCO,WN,802.0,-3.0,7,1915
LAS,SNA,WN,226.0,31.0,7,1915
LAX,MCI,WN,1363.0,42.0,7,1915
LAX,PHX,WN,370.0,5.0,7,1915
MSY,DEN,WN,1062.0,83.0,7,1915
PHX,DEN,WN,602.0,-2.0,7,1915
ATL,LAS,WN,1747.0,97.0,7,1915
ATL,STL,WN,484.0,95.0,7,1915
AUS,LAX,WN,1242.0,77.0,7,1915
BNA,DEN,WN,1014.0,42.0,7,1915
BNA,FLL,WN,793.0,53.0,7,1915
BNA,JAX,WN,483.0,44.0,7,1915
BNA,TPA,WN,612.0,80.0,7,1915
BOS,MCI,WN,1256.0,60.0,7,1915
BWI,ATL,WN,577.0,88.0,7,1915
ORD,SJC,AA,1829.0,68.0,7,1915
ORD,LGA,AA,733.0,88.0,7,1915
DFW,EWR,AA,1372.0,100.0,7,1915
MCI,DFW,AA,460.0,2.0,7,1915
DFW,STL,AA,550.0,124.0,7,1915
DFW,BOS,AA,1562.0,44.0,7,1915
SEA,SJC,AS,697.0,128.0,7,1915
BOS,FLL,B6,1237.0,36.0,7,1915
ATL,FAY,DL,331.0,-15.0,7,1915
PHL,ATL,DL,666.0,127.0,7,1915
JFK,SJU,DL,1598.0,71.0,7,1915
ATL,SEA,DL,2182.0,18.0,7,1915
MCO,LGA,DL,950.0,26.0,7,1915
MSP,LAX,DL,1535.0,0.0,7,1915
MSP,SLC,DL,991.0,117.0,7,1915
LAX,LAS,DL,236.0,8.0,7,1915
ORD,ATL,DL,606.0,88.0,7,1915
ATL,HSV,DL,151.0,-2.0,7,1915
EWR,ATL,DL,746.0,241.0,7,1915
ATL,CHS,DL,259.0,-16.0,7,1915
JFK,MIA,AA,1089.0,87.0,7,1915
SJU,BDL,B6,1666.0,40.0,7,1915
DFW,BTR,EV,383.0,8.0,7,1915
IAH,MOB,EV,427.0,58.0,7,1915
IAH,LFT,EV,201.0,3.0,7,1915
MSP,CLE,EV,622.0,93.0,7,1915
BUF,IAD,EV,283.0,7.0,7,1915
HNL,ITO,HA,216.0,-9.0,7,1915
LRD,DFW,MQ,396.0,43.0,7,1915
DTW,ORD,MQ,235.0,220.0,7,1915
GRR,ORD,MQ,137.0,232.0,7,1915
IAH,DTW,NK,1075.0,6.0,7,1915
LGA,DTW,MQ,502.0,37.0,7,1915
IAH,SAT,UA,191.0,32.0,7,1916
IAH,BWI,UA,1235.0,40.0,7,1916
SMF,PHX,US,647.0,-7.0,7,1916
BWI,CLT,US,361.0,41.0,7,1916
BOS,DCA,B6,399.0,21.0,7,1916
IAH,MEM,EV,468.0,-11.0,7,1916
FAR,DEN,F9,627.0,163.0,7,1916
MFE,IAH,EV,316.0,-15.0,7,1917
LAS,LAX,OO,236.0,-8.0,7,1917
IAH,PHL,UA,1325.0,-13.0,7,1918
IAH,BHM,EV,562.0,32.0,7,1918
BMI,DEN,F9,834.0,40.0,7,1918
OGG,HNL,HA,100.0,4.0,7,1918
RSW,LGA,DL,1080.0,128.0,7,1919
MSN,EWR,EV,799.0,12.0,7,1919
IAH,DEN,F9,862.0,65.0,7,1919
BOS,IAD,UA,413.0,47.0,7,1920
DEN,SAN,UA,853.0,-6.0,7,1920
SAN,PHX,US,304.0,10.0,7,1920
MCO,CLT,US,468.0,0.0,7,1920
TPA,DCA,US,814.0,49.0,7,1920
SFO,LAX,VX,337.0,-10.0,7,1920
BWI,BUF,WN,281.0,74.0,7,1920
CLT,BWI,WN,361.0,44.0,7,1920
DAL,MSY,WN,436.0,48.0,7,1920
LAX,LAS,WN,236.0,91.0,7,1920
LAX,OAK,WN,337.0,-3.0,7,1920
MCO,BDL,WN,1050.0,33.0,7,1920
MDW,ABQ,WN,1121.0,44.0,7,1920
MDW,HOU,WN,937.0,159.0,7,1920
MDW,OAK,WN,1844.0,74.0,7,1920
MDW,SFO,WN,1855.0,92.0,7,1920
MSY,BWI,WN,998.0,94.0,7,1920
RDU,STL,WN,667.0,90.0,7,1920
SFO,SNA,WN,372.0,26.0,7,1920
SJC,LAS,WN,386.0,74.0,7,1920
SJC,LAX,WN,308.0,24.0,7,1920
SLC,OAK,WN,588.0,26.0,7,1920
TPA,BNA,WN,612.0,10.0,7,1920
TUL,DEN,WN,541.0,32.0,7,1920
BNA,MSY,WN,471.0,71.0,7,1920
BOS,MDW,WN,861.0,192.0,7,1920
BUR,SMF,WN,358.0,26.0,7,1920
HNL,DFW,AA,3784.0,251.0,7,1920
DEN,DFW,AA,641.0,46.0,7,1920
DFW,ELP,AA,551.0,28.0,7,1920
DFW,MSY,AA,447.0,67.0,7,1920
MCO,MIA,AA,192.0,3.0,7,1920
DFW,PHX,AA,868.0,22.0,7,1920
SEA,HNL,AS,2677.0,-4.0,7,1920
BOS,PBI,B6,1197.0,49.0,7,1920
DCA,TPA,B6,814.0,60.0,7,1920
MSP,FAR,DL,223.0,30.0,7,1920
DTW,SLC,DL,1481.0,26.0,7,1920
ATL,GSP,DL,153.0,-7.0,7,1920
DEN,SLC,DL,391.0,-18.0,7,1920
ATL,SJU,DL,1547.0,-14.0,7,1920
LGA,MCO,DL,950.0,54.0,7,1920
ATL,SFO,DL,2139.0,-10.0,7,1920
MSP,ORD,DL,334.0,43.0,7,1920
MSP,EWR,DL,1008.0,83.0,7,1920
ATL,RDU,DL,356.0,-8.0,7,1920
PHX,SLC,DL,507.0,22.0,7,1920
ATL,DCA,DL,547.0,33.0,7,1920
ORD,MHT,EV,843.0,205.0,7,1920
IAH,MLU,EV,262.0,9.0,7,1920
ATL,GTR,EV,241.0,166.0,7,1920
LGA,CAE,EV,617.0,0.0,7,1920
IAD,CLT,F9,322.0,61.0,7,1920
SFO,DEN,F9,967.0,188.0,7,1920
KOA,HNL,HA,163.0,1.0,7,1920
HNL,OGG,HA,100.0,-10.0,7,1920
IND,ORD,MQ,177.0,168.0,7,1920
TOL,ORD,MQ,213.0,0.0,7,1920
OMA,ORD,MQ,416.0,0.0,7,1920
ORD,SUX,MQ,436.0,48.0,7,1920
FAR,MSP,OO,223.0,0.0,7,1920
MKE,DEN,OO,896.0,48.0,7,1920
SBA,PHX,OO,455.0,3.0,7,1920
LAX,HNL,UA,2556.0,6.0,7,1921
BOS,LAX,B6,2611.0,34.0,7,1921
SFO,LGB,B6,354.0,-11.0,7,1921
ORD,SFO,UA,1846.0,35.0,7,1922
JFK,PHX,B6,2153.0,44.0,7,1922
TYS,DEN,F9,1162.0,99.0,7,1922
TPA,DFW,NK,929.0,61.0,7,1922
ATL,ICT,DL,782.0,74.0,7,1923
CHS,IAD,EV,441.0,22.0,7,1923
MKG,ORD,OO,118.0,0.0,7,1923
PHX,LAX,OO,370.0,-4.0,7,1924
MCO,BOS,DL,1121.0,-8.0,7,1924
ORD,MDT,EV,594.0,0.0,7,1924
SFO,DEN,UA,967.0,187.0,7,1925
EWR,SEA,UA,2402.0,161.0,7,1925
DTW,CLT,US,500.0,25.0,7,1925
DAL,SFO,VX,1476.0,24.0,7,1925
HOU,EWR,WN,1411.0,122.0,7,1925
HOU,LAX,WN,1390.0,30.0,7,1925
JAX,HOU,WN,816.0,63.0,7,1925
MCI,DAL,WN,460.0,209.0,7,1925
MCO,HOU,WN,849.0,203.0,7,1925
MDW,DEN,WN,895.0,42.0,7,1925
MDW,LAS,WN,1521.0,82.0,7,1925
MDW,MCI,WN,405.0,74.0,7,1925
MDW,PDX,WN,1751.0,55.0,7,1925
